X,Y
-96.851702,32.764187
-96.851533,32.764382
-96.869099,32.983713
-96.843059,32.979385
-96.774599,32.991
-96.828997,32.98133
-96.767204,33.0102
-96.793699,32.992133
-96.798683,32.998199
-96.797283,33.008938
-96.831601,33.016718
-96.828185,33.002107
-96.795554,33.010595
-96.796964,32.994934
-96.84073,32.984074
-96.839356,33.01136
-96.85656,32.98454
-96.825182,33.016317
-96.856739,32.984679
-96.841581,33.010949
-96.828212,33.002114
-96.841314,32.984884
-96.798658,32.995834
-96.795718,33.009499
-96.803599,32.950161
-96.833255,32.97
-96.824999,32.961799
-96.825961,32.960623
-96.86543,32.95028
-96.75299,32.939998
-96.834004,32.954075
-96.830499,32.943447
-96.825699,32.9487
-96.849394,32.969099
-96.82951,32.972251
-96.82991,32.951923
-96.830036,32.952348
-96.843099,32.976289
-96.846391,32.954144
-96.753648,32.938603
-96.848135,32.971392
-96.846216,32.954344
-96.813534,32.936689
-96.834026,32.9309
-96.827114,32.930737
-96.754542,32.933661
-96.817199,32.9255
-96.756345,32.934408
-96.785799,32.7806
-96.897022,32.6913
-96.837198,32.699242
-96.8231,32.6622
-96.83431,32.703088
-96.838651,32.666857
-96.882862,32.680951
-96.901164,32.659703
-96.9084,32.6513
-96.823407,32.660778
-96.823567,32.660714
-96.896133,32.635553
-96.833604,32.703273
-96.870217,32.661662
-96.784173,32.827552
-96.78447,32.827369
-96.885611,32.8616
-96.905099,32.8739
-96.890499,32.870848
-96.890524,32.863667
-96.91818,32.87004
-96.910151,32.868101
-96.918288,32.869938
-96.90194,32.874018
-96.823328,32.788231
-96.82611,32.791161
-96.821767,32.787778
-96.841789,32.803903
-96.822574,32.767
-96.805692,32.800981
-96.831038,32.807074
-96.851702,32.764187
-96.851533,32.764382
-96.766855,32.905893
-96.766736,32.916345
-96.771148,32.918599
-96.817199,32.9255
-96.803499,32.922502
-96.769399,32.90694
-96.818349,32.914196
-96.767324,32.897445
-96.818234,32.913755
-96.762603,32.874611
-96.767069,32.86571
-96.819419,32.8512
-96.665399,32.912005
-96.766855,32.905893
-96.704599,32.897236
-96.766736,32.916345
-96.771148,32.918599
-96.684029,32.931103
-96.698269,32.9092
-96.692401,32.909
-96.681411,32.9093
-96.668646,32.903582
-96.729183,32.909202
-96.636472,32.9089
-96.710356,32.919471
-96.754972,32.922263
-96.705852,32.894599
-96.704235,32.9121
-96.769399,32.90694
-96.728949,32.909974
-96.754731,32.921984
-96.698412,32.909316
-96.767324,32.897445
-96.710413,32.906102
-96.681177,32.909638
-96.658936,32.88212
-96.746129,32.864609
-96.672834,32.860923
-96.690339,32.883003
-96.665499,32.869729
-96.741478,32.866363
-96.70124,32.8789
-96.675799,32.893062
-96.69345,32.8788
-96.762603,32.874611
-96.767069,32.86571
-96.740468,32.865091
-96.701634,32.878027
-96.726825,32.81262
-96.784173,32.827552
-96.79035,32.813164
-96.770099,32.83146
-96.687207,32.844386
-96.790057,32.81369
-96.790241,32.813035
-96.769469,32.848653
-96.687507,32.814283
-96.789819,32.813823
-96.78447,32.827369
-96.688723,32.844432
-96.657935,32.7922
-96.77414,32.781359
-96.785799,32.7806
-96.647208,32.7927
-96.724117,32.783459
-96.645599,32.797027
-96.71221,32.803347
-96.6826,32.805354
-96.720625,32.7934
-96.653412,32.795689
-96.775386,32.807256
-96.647179,32.793278
-96.682704,32.805218
-96.720668,32.793525
-96.714543,32.80485
-96.863909,32.85649
-96.879448,32.855308
-96.864631,32.857492
-96.900993,32.835201
-96.86779,32.819813
-96.881356,32.831651
-96.85642,32.821215
-96.885891,32.804322
-96.900299,32.8104
-96.822574,32.767
-96.824748,32.743152
-96.851702,32.764187
-96.851533,32.764382
-96.842548,32.829495
-96.784173,32.827552
-96.79035,32.813164
-96.824175,32.82706
-96.802399,32.815173
-96.790057,32.81369
-96.790241,32.813035
-96.789819,32.813823
-96.78447,32.827369
-96.823802,32.827508
-96.823328,32.788231
-96.82611,32.791161
-96.821767,32.787778
-96.802908,32.803255
-96.792797,32.800292
-96.841789,32.803903
-96.805692,32.800981
-96.792621,32.800277
-96.831038,32.807074
-96.907899,32.897818
-96.883599,32.8988
-96.90548,32.8955
-96.895999,32.894747
-96.902399,32.904622
-96.867573,32.909599
-96.817199,32.9255
-96.818349,32.914196
-96.829191,32.8949
-96.919834,32.906621
-96.818234,32.913755
-96.887662,32.886544
-96.863909,32.85649
-96.885611,32.8616
-96.879448,32.855308
-96.875299,32.870694
-96.864941,32.864398
-96.905099,32.8739
-96.890499,32.870848
-96.878973,32.863827
-96.890524,32.863667
-96.91818,32.87004
-96.910151,32.868101
-96.918288,32.869938
-96.864631,32.857492
-96.875491,32.870884
-96.90194,32.874018
-96.863262,32.860495
-96.77414,32.781359
-96.785799,32.7806
-96.682599,32.765431
-96.793129,32.7464
-96.682797,32.765411
-96.684278,32.734299
-96.682457,32.765251
-96.684574,32.765203
-96.685813,32.714458
-96.682898,32.715409
-96.682898,32.714249
-96.682784,32.714584
-96.706001,32.646606
-96.8231,32.6622
-96.7106,32.6445
-96.775798,32.631568
-96.774792,32.6315
-96.613192,32.768794
-96.606608,32.766933
-96.724117,32.783459
-96.621517,32.775277
-96.618348,32.776038
-96.682599,32.765431
-96.668684,32.778007
-96.603043,32.770705
-96.5987,32.76675
-96.68158,32.732799
-96.645541,32.734004
-96.682797,32.765411
-96.645416,32.7624
-96.615446,32.734099
-96.684278,32.734299
-96.64557,32.76243
-96.645677,32.762562
-96.682457,32.765251
-96.684574,32.765203
-96.706001,32.646606
-96.685813,32.714458
-96.597763,32.673679
-96.622535,32.686317
-96.569042,32.660259
-96.58084,32.693973
-96.682898,32.715409
-96.682898,32.714249
-96.576794,32.68909
-96.572774,32.661988
-96.578728,32.677676
-96.588413,32.6693
-96.662173,32.711466
-96.586279,32.703409
-96.7106,32.6445
-96.586279,32.703409
-96.682784,32.714584
-96.9579,32.745672
-96.824748,32.743152
-96.871539,32.715531
-96.897022,32.6913
-96.837198,32.699242
-96.874607,32.7155
-96.83431,32.703088
-96.838651,32.666857
-96.882862,32.680951
-96.901164,32.659703
-96.9084,32.6513
-96.896133,32.635553
-96.833604,32.703273
-96.870217,32.661662
-96.657935,32.7922
-96.724117,32.783459
-96.668684,32.778007
-96.720625,32.7934
-96.653412,32.795689
-96.720668,32.793525
-96.8231,32.6622
-96.838651,32.666857
-96.882862,32.680951
-96.823407,32.660778
-96.823567,32.660714
-96.870217,32.661662
-96.784173,32.827552
-96.79035,32.813164
-96.770099,32.83146
-96.790057,32.81369
-96.790241,32.813035
-96.769469,32.848653
-96.789819,32.813823
-96.78447,32.827369
-96.792797,32.800292
-96.775386,32.807256
-96.792621,32.800277
-96.632685,32.867388
-96.670823,32.94491
-96.663804,32.959546
-96.663798,32.960219
-106.450899,31.77551
-106.450899,31.77551
-106.356109,31.795057
-106.331499,31.77205
-106.594909,31.880317
-106.597193,31.888202
-106.597025,31.886977
-106.597216,31.886904
-106.354303,31.721307
-106.354428,31.722879
-106.424817,31.878603
-106.426133,31.873368
-106.426504,31.877219
-106.470999,31.7637
-106.399527,31.7842
-106.408136,31.788015
-106.403717,31.760407
-106.450899,31.77551
-106.420038,31.772
-106.380996,31.764695
-106.397799,31.781302
-106.365599,31.768834
-106.510142,31.801572
-106.364099,31.795714
-106.431699,31.773725
-106.401532,31.8176
-106.375086,31.746173
-106.48996,31.756368
-106.387337,31.792409
-106.356109,31.795057
-106.467477,31.770378
-106.375476,31.792703
-106.331631,31.798207
-106.331613,31.798169
-106.414312,31.77163
-106.331499,31.77205
-106.386193,31.792176
-106.436095,31.848952
-106.379407,31.792789
-106.398739,31.784916
-106.374334,31.793282
-106.374424,31.763584
-106.33027,31.798252
-106.414274,31.770869
-106.399527,31.7842
-106.408136,31.788015
-106.403717,31.760407
-106.380996,31.764695
-106.397799,31.781302
-106.365599,31.768834
-106.364099,31.795714
-106.387337,31.792409
-106.356109,31.795057
-106.375476,31.792703
-106.386193,31.792176
-106.379407,31.792789
-106.398739,31.784916
-106.374334,31.793282
-106.374424,31.763584
-106.534538,31.832633
-106.528099,31.816303
-106.527963,31.818103
-106.534058,31.833226
-106.354303,31.721307
-106.318795,31.750996
-106.292219,31.715995
-106.332599,31.7418
-106.316399,31.8
-106.31312,31.722119
-106.272894,31.701751
-106.321512,31.7689
-106.303599,31.7825
-106.276127,31.702521
-106.268254,31.763368
-106.282666,31.74793
-106.312554,31.800492
-106.323099,31.781604
-106.317633,31.739516
-106.263469,31.79841
-106.311264,31.73958
-106.267696,31.788207
-106.327049,31.754007
-106.331631,31.798207
-106.327024,31.753987
-106.331613,31.798169
-106.311205,31.739605
-106.267662,31.786697
-106.322239,31.782364
-106.267377,31.77274
-106.268157,31.743392
-106.331499,31.77205
-106.323039,31.700786
-106.354428,31.722879
-106.321444,31.751536
-106.299077,31.744082
-106.332605,31.741759
-106.267397,31.765142
-106.322239,31.782364
-106.32086,31.767781
-106.311308,31.73965
-106.326735,31.753481
-106.33027,31.798252
-106.374295,31.744296
-106.375086,31.746173
-106.450899,31.77551
-106.311264,31.73958
-106.311205,31.739605
-106.311308,31.73965
-106.268254,31.763368
-106.263469,31.79841
-106.267696,31.788207
-106.267662,31.786697
-106.267377,31.77274
-106.267397,31.765142
-106.354303,31.721307
-106.403717,31.760407
-106.318795,31.750996
-106.380996,31.764695
-106.292219,31.715995
-106.332599,31.7418
-106.31312,31.722119
-106.272894,31.701751
-106.321512,31.7689
-106.276127,31.702521
-106.374295,31.744296
-106.299999,31.6773
-106.365599,31.768834
-106.375086,31.746173
-106.319584,31.673883
-106.319013,31.67305
-106.282666,31.74793
-106.317633,31.739516
-106.311264,31.73958
-106.327049,31.754007
-106.363899,31.741028
-106.327024,31.753987
-106.311205,31.739605
-106.364515,31.740473
-106.331499,31.77205
-106.323039,31.700786
-106.354428,31.722879
-106.321444,31.751536
-106.299077,31.744082
-106.332605,31.741759
-106.374424,31.763584
-106.32086,31.767781
-106.311308,31.73965
-106.326735,31.753481
-106.470999,31.7637
-106.467477,31.770378
-106.510142,31.801572
-106.513213,31.795472
-106.528099,31.816303
-106.513171,31.813702
-106.527963,31.818103
-106.513515,31.814972
-106.510142,31.801572
-106.591944,31.872913
-106.417379,31.938131
-106.38871,31.901546
-106.410021,31.897462
-106.405724,31.87603
-106.420625,31.899315
-106.409427,31.886148
-106.436077,31.858095
-106.400655,31.886731
-106.398484,31.914578
-106.396349,31.918134
-106.424817,31.878603
-106.426133,31.873368
-106.409552,31.886509
-106.397069,31.917034
-106.436095,31.848952
-106.417379,31.938131
-106.397069,31.917034
-106.421378,31.899568
-106.426504,31.877219
-106.60445,31.972069
-106.57261,31.833624
-106.591944,31.872913
-106.594909,31.880317
-106.565693,31.840091
-106.597193,31.888202
-106.542685,31.856476
-106.571209,31.834824
-106.534538,31.832633
-106.573753,31.838748
-106.510142,31.801572
-106.513213,31.795472
-106.528099,31.816303
-106.597025,31.886977
-106.557131,31.812414
-106.513171,31.813702
-106.575972,31.854822
-106.57189,31.834912
-106.527963,31.818103
-106.597216,31.886904
-106.573731,31.838729
-106.574204,31.843726
-106.574204,31.843726
-106.564812,31.840175
-106.564812,31.840175
-106.534058,31.833226
-106.57189,31.834912
-106.513515,31.814972
-106.542069,31.85786
-106.575972,31.854822
-106.574204,31.843726
-106.574204,31.843726
-106.375086,31.746173
-106.420038,31.772
-106.414312,31.77163
-106.414274,31.770869
-106.354303,31.721307
-106.319584,31.673883
-106.319013,31.67305
